股票代码|股票简称|英文名|行业编码|一级分类|二级分类|上市交易所|公司全称|上市日期|省份|城市|法人|地址|网址|邮箱|电话|主营业务|经营范围
cn_600219|创业环保|Tianjin Eco|D46|电力、热力、燃气及水生产和供应业|水的生产和供应业|上海证券交易所|天津创业环保集团股份有限公司|2005-09-30|天津市|天津市|李创业|天津市南开区环保大厦|www.tianjineco.com|service@tianjineco.com|022-23680219|污水处理及再生水|污水处理、再生水利用、环保工程
cn_600220|中原环保|Central Plains Env|D46|电力、热力、燃气及水生产和供应业|水的生产和供应业|上海证券交易所|中原环保股份有限公司|2006-07-10|河南省|郑州市|王中原|郑州市金水区环保大厦|www.zyenv.com|service@zyenv.com|0371-66880220|污水处理及固废处理|污水处理、固废处置、环保设备销售
cn_600221|龙净环保|Longking Env|C35|制造业|专用设备制造业|上海证券交易所|福建龙净环保股份有限公司|2002-10-28|福建省|龙岩市|林龙净|龙岩市新罗区龙净大厦|www.longking.com|service@longking.com|0597-38880221|环保设备及除尘器|除尘设备、脱硫脱硝、环保工程
cn_600222|菲达环保|Feida Env|C35|制造业|专用设备制造业|上海证券交易所|浙江菲达环保科技股份有限公司|2004-12-22|浙江省|诸暨市|陈菲达|诸暨市菲达环保产业园|www.feidaenv.com|service@feida.com|0575-87380222|烟气治理及环保装备|电除尘器、袋式除尘、烟气脱硫
cn_600223|科林环保|Kelin Env|C35|制造业|专用设备制造业|上海证券交易所|科林环保装备股份有限公司|2007-08-15|江苏省|苏州市|周科林|苏州市吴江区科林大厦|www.kelinenv.com|service@kelin.com|0512-63380223|环保装备及工程|除尘设备、环保工程、大气治理
cn_600224|三维丝|Sunny Fiber|C35|制造业|专用设备制造业|上海证券交易所|厦门三维丝环保股份有限公司|2005-01-28|福建省|厦门市|罗三维|厦门市集美区三维丝工业园|www.sunnyfiber.com|service@sunnyfiber.com|0592-55880224|环保过滤材料及设备|高温滤料、环保设备、烟气治理
cn_600225|先河环保|Sailhero Env|C35|制造业|专用设备制造业|上海证券交易所|河北先河环保科技股份有限公司|2006-06-05|河北省|石家庄市|张先河|石家庄市高新区先河大厦|www.sailhero.com|service@sailhero.com|0311-85880225|环境监测及治理|环境监测仪器、环保工程、数据分析
cn_600226|聚光科技|Focused Photonics|C35|制造业|专用设备制造业|上海证券交易所|聚光科技（杭州）股份有限公司|2003-11-18|浙江省|杭州市|王聚光|杭州市滨江区聚光科技园|www.fpi-inc.com|service@fpi.com|0571-87780226|环境监测及分析仪器|环境监测设备、实验室仪器、工业过程分析
cn_600227|雪迪龙|SDL Tech|C35|制造业|专用设备制造业|上海证券交易所|北京雪迪龙科技股份有限公司|2007-04-09|北京市|北京市|敖雪迪|北京市昌平区雪迪龙工业园|www.sdltech.com|service@sdltech.com|010-58880227|环境监测系统及服务|烟气监测、水质监测、环保运维
cn_600228|清新环境|Sinqing Env|C35|制造业|专用设备制造业|上海证券交易所|北京清新环境技术股份有限公司|2008-09-15|北京市|北京市|张开元|北京市海淀区清新大厦|www.sinqing.com|service@sinqing.com|010-65680228|烟气脱硫脱硝及除尘|烟气治理、脱硫脱硝、环保工程总包
cn_600229|中电环保|CEP Env|D46|电力、热力、燃气及水生产和供应业|水的生产和供应业|上海证券交易所|中电环保股份有限公司|2005-07-22|江苏省|南京市|王中电|南京市江宁区中电环保园|www.cep-env.com|service@cep.com|025-57780229|水处理及固废处理|工业水处理、市政污水处理、固废处置
cn_600230|博世科|Bossco Env|D46|电力、热力、燃气及水生产和供应业|水的生产和供应业|上海证券交易所|广西博世科环保科技股份有限公司|2009-03-20|广西壮族自治区|南宁市|宋博世|南宁市西乡塘区博世科大厦|www.bossco-env.com|service@bossco.com|0771-55880230|水污染治理及土壤修复|污水处理、土壤修复、环保设备制造
cn_600231|国祯环保|Guozhen Env|D46|电力、热力、燃气及水生产和供应业|水的生产和供应业|上海证券交易所|安徽国祯环保节能科技股份有限公司|2006-12-28|安徽省|合肥市|李国祯|合肥市高新区国祯大厦|www.guozhenenv.com|service@guozhen.com|0551-65380231|污水处理及水资源利用|污水处理、中水回用、环保工程
cn_600232|万邦达|Vanban Env|D46|电力、热力、燃气及水生产和供应业|水的生产和供应业|上海证券交易所|北京万邦达环保技术股份有限公司|2007-10-10|北京市|北京市|王万邦|北京市朝阳区万邦达大厦|www.vanban.com|service@vanban.com|010-65680232|工业水处理及环保工程|工业废水处理、环保设施运营、技术咨询
cn_600233|巴安水务|Bawang Water|D46|电力、热力、燃气及水生产和供应业|水的生产和供应业|上海证券交易所|上海巴安水务股份有限公司|2008-05-19|上海市|上海市|张巴安|上海市青浦区巴安水务园|www.bawangwater.com|service@bawang.com|021-69280233|水务及固废处理|自来水、污水处理、固废处理、环保设备
cn_600234|环能德美|Huaneng Demei|D46|电力、热力、燃气及水生产和供应业|水的生产和供应业|上海证券交易所|四川环能德美科技股份有限公司|2009-07-06|四川省|成都市|黄环能|成都市武侯区环能大厦|www.huanengdm.com|service@huaneng.com|028-85280234|污水处理及污泥处置|污水处理、污泥处理、环保技术研发
cn_600235|久吾高科|Jiuwu Hi-Tech|C35|制造业|专用设备制造业|上海证券交易所|江苏久吾高科技股份有限公司|2006-02-24|江苏省|南京市|党建兵|南京市浦口区久吾大厦|www.jiuwu.com|service@jiuwu.com|025-58580235|膜分离技术及设备|陶瓷膜、有机膜、环保设备制造
cn_600236|津膜科技|Jinmo Tech|C35|制造业|专用设备制造业|上海证券交易所|天津膜天膜科技股份有限公司|2007-11-01|天津市|天津市|李津膜|天津市经济技术开发区膜天膜园|www.jinmotech.com|service@jinmo.com|022-66280236|膜产品及水处理|中空纤维膜、水处理设备、环保工程
cn_600237|南方汇通|South Huiton|C35|制造业|专用设备制造业|上海证券交易所|南方汇通股份有限公司|2004-03-30|贵州省|贵阳市|南方|贵阳市白云区汇通大厦|www.southhuiton.com|service@southhuiton.com|0851-84880237|铁路货车及环保设备|铁路货车制造、环保设备、膜产品
cn_600238|清水源|Qingshuiyuan|C26|制造业|化学原料和化学制品制造业|上海证券交易所|河南清水源科技股份有限公司|2008-08-12|河南省|济源市|王清水|济源市清水源工业园|www.qingshuiyuan.com|service@qingshuiyuan.com|0391-66380238|水处理化学品及环保服务|水处理剂生产销售、环保工程、技术服务
cn_600239|中建环能|CSCEC Env|C35|制造业|专用设备制造业|上海证券交易所|中建环能科技股份有限公司|2009-12-21|北京市|北京市|中建|北京市丰台区环能科技园|www.cscecenv.com|service@cscecenv.com|010-51880239|环保设备及水处理|水处理设备、污泥处理、环保工程
cn_600240|富春环保|Fuchun Env|D44|电力、热力、燃气及水生产和供应业|电力生产|上海证券交易所|浙江富春江环保热电股份有限公司|2005-06-13|浙江省|杭州市|孙富春|杭州市富阳区富春环保园|www.fuchunenv.com|service@fuchun.com|0571-63180240|热电联产及固废处理|火力发电、供热、垃圾焚烧发电
cn_600241|圣元环保|Shengyuan Env|D44|电力、热力、燃气及水生产和供应业|电力生产|上海证券交易所|圣元环保股份有限公司|2007-04-02|福建省|厦门市|朱圣元|厦门市思明区圣元大厦|www.shengyuanenv.com|service@shengyuan.com|0592-55880241|垃圾焚烧发电|垃圾焚烧发电、环保设施运营、固废处理
cn_600242|伟明环保|Weiming Env|D44|电力、热力、燃气及水生产和供应业|电力生产|上海证券交易所|浙江伟明环保股份有限公司|2008-09-08|浙江省|温州市|项伟明|温州市瓯海区伟明环保园|www.weimingenv.com|service@weiming.com|0577-88580242|垃圾焚烧及环保设备|垃圾焚烧发电、环保设备制造、固废处理
cn_600243|光大环境|Everbright Env|D44|电力、热力、燃气及水生产和供应业|电力生产|上海证券交易所|中国光大环境（集团）有限公司|2010-03-01|北京市|北京市|王光大|北京市西城区光大环境大厦|www.everbrightenv.com|service@everbrightenv.com|010-66280243|垃圾发电及水环境治理|垃圾焚烧发电、污水处理、环保投资
cn_600244|三峰环境|Sanfeng Env|D44|电力、热力、燃气及水生产和供应业|电力生产|上海证券交易所|重庆三峰环境集团股份有限公司|2009-11-16|重庆市|重庆市|雷三峰|重庆市大渡口区三峰环境园|www.sanfengenv.com|service@sanfeng.com|023-68980244|垃圾焚烧及设备制造|垃圾焚烧发电、环保设备制造、技术输出
cn_600245|绿色动力|Green Dynamic|D44|电力、热力、燃气及水生产和供应业|电力生产|上海证券交易所|绿色动力环保集团股份有限公司|2006-07-05|广东省|深圳市|乔绿色|深圳市南山区绿色动力大厦|www.green-dynamic.com|service@green-dynamic.com|0755-26880245|垃圾焚烧发电|垃圾焚烧发电、环保项目投资、运营
cn_600246|瀚蓝环境|Hanlan Env|D44|电力、热力、燃气及水生产和供应业|电力生产|上海证券交易所|瀚蓝环境股份有限公司|2007-12-18|广东省|佛山市|陈瀚蓝|佛山市南海区瀚蓝环境园|www.hanlanenv.com|service@hanlan.com|0757-26380246|固废处理及水务|垃圾焚烧、污水处理、供水服务
cn_600247|旺能环境|Woneng Env|D44|电力、热力、燃气及水生产和供应业|电力生产|上海证券交易所|旺能环境股份有限公司|2008-10-25|浙江省|湖州市|周旺能|湖州市吴兴区旺能大厦|www.wonengenv.com|service@woneng.com|0572-60380247|垃圾焚烧及资源化|垃圾焚烧发电、餐厨处理、环保工程
cn_600248|中国天楹|China Tianying|D44|电力、热力、燃气及水生产和供应业|电力生产|上海证券交易所|中国天楹股份有限公司|2009-06-22|江苏省|南通市|严天楹|南通市海安市天楹环保园|www.chinatianying.com|service@chinatianying.com|0513-88880248|垃圾焚烧及智慧环卫|垃圾焚烧发电、智慧环卫、环保设备
cn_600249|城发环境|Chengfa Env|D44|电力、热力、燃气及水生产和供应业|电力生产|上海证券交易所|河南城发环境股份有限公司|2010-02-05|河南省|郑州市|朱城发|郑州市郑东新区城发大厦|www.chengfaenv.com|service@chengfa.com|0371-66880249|固废处理及水务|垃圾焚烧、污水处理、环保项目投资
cn_600250|中科环保|CAS Env|D44|电力、热力、燃气及水生产和供应业|电力生产|上海证券交易所|中科环保科技股份有限公司|2007-08-28|北京市|北京市|王中科|北京市海淀区中科环保园|www.casenv.com|service@casenv.com|010-65680250|垃圾焚烧及技术研发|垃圾焚烧发电、环保技术研发、设备制造
cn_600251|粤丰环保|Yuefeng Env|D44|电力、热力、燃气及水生产和供应业|电力生产|上海证券交易所|粤丰环保电力有限公司|2008-03-17|广东省|东莞市|陈粤丰|东莞市南城区粤丰大厦|www.yuefengenv.com|service@yuefeng.com|0769-22880251|垃圾焚烧发电|垃圾焚烧发电、环保设施运营、热力供应
cn_600252|首创环保|Capital Eco|D46|电力、热力、燃气及水生产和供应业|水的生产和供应业|上海证券交易所|北京首创生态环保集团股份有限公司|2006-04-29|北京市|北京市|刘首创|北京市朝阳区首创环保大厦|www.capitaleco.com|service@capitaleco.com|010-88880252|水务及固废处理|自来水、污水处理、垃圾焚烧、环保工程
